labno,unitno,serialno,compartid,compart,last_interpret_date,sampledate,processdate,oiladded,oilhours,actual_fluid_hours,meterread,oilchanged,filterchanged,evalcode,dateReported,Confirmed,Problem Solved,Action Taken,Si,Al,Cr,Fe,Pb,Cu,Sn,Ni,Na,K,Mo,Zn,Mg,Ca,P,B,ST,OXI,NIT,SUL,V100,TBN,W,FP,GF,PQ,W(PCT),PC06,PC14,ISO.6,ISO.14,Visual,Replaced,Life,RUL,Magnetic Plug,Magnetic Plug Rate,oilchanged rate
B18H152002,HD1147,FKR01592,4008.LR,Final Drive-Lt Rea,15-Aug-18,12-Aug-18,14-Aug-18,0,745,745,26427,FALSE,,B,16-Aug-18,FALSE,FALSE,FALSE,5,1,0,14,0,4,0,0,1,1,0,1071,8,2633,1000,0,,,,,24.13,,N,,,26,,33409,1574,22,18,-,0,3749,12251,B,2,0
B18G272530,HD1147,FKR01592,4008.LR,Final Drive-Lt Rea,28-Jul-18,26-Jul-18,27-Jul-18,0,488,488,26170,FALSE,,B,28-Jul-18,FALSE,FALSE,FALSE,6,2,0,13,1,2,0,0,4,0,0,1127,10,2969,1041,1,,,,,23.67,,N,,,15,,33519,1903,22,18,-,0,3492,12508,B,2,0
B18G090913,HD1147,FKR01592,4008.LR,Final Drive-Lt Rea,09-Jul-18,06-Jul-18,09-Jul-18,0,239,239,25921,FALSE,,B,09-Jul-18,FALSE,FALSE,FALSE,5,0,0,8,0,1,0,0,0,1,0,1034,8,2525,997,0,,,,,24.06,,N,,,14,,26211,1162,22,17,-,0,3243,12757,B,2,0
B18F192832,HD1147,FKR01592,4008.LR,Final Drive-Lt Rea,20-Jun-18,16-Jun-18,19-Jun-18,0,1115,310,25682,TRUE,,B,20-Jun-18,FALSE,FALSE,FALSE,8,1,0,18,0,1,0,2,1,0,0,1008,8,2605,948,0,,,,,24.22,,N,,,378,,37752,7671,22,20,-,0,3004,12996,B,2,1
B18E223329,HD1147,FKR01592,4008.LR,Final Drive-Lt Rea,23-May-18,19-May-18,22-May-18,0,805,805,25372,TRUE,,B,23-May-18,FALSE,FALSE,FALSE,4,1,0,9,1,1,0,0,1,1,1,1163,9,3021,1079,0,,,,,24.37,,N,,,8,,16759,606,21,16,-,0,2694,13306,A,1,1
B18E040503,HD1147,FKR01592,4008.LR,Final Drive-Lt Rea,04-May-18,30-Apr-18,03-May-18,0,510,510,25077,FALSE,,B,04-May-18,FALSE,FALSE,FALSE,4,0,0,6,0,1,0,0,0,1,0,1081,10,2701,1018,0,,,,,23.56,,N,,,6,,11567,391,21,16,-,0,2399,13601,A,1,0
B18D113414,HD1147,FKR01592,4008.LR,Final Drive-Lt Rea,12-Apr-18,09-Apr-18,11-Apr-18,0,238,238,24805,FALSE,,B,12-Apr-18,FALSE,FALSE,FALSE,4,1,0,4,1,0,0,0,0,1,0,1167,10,3069,1092,0,,,,,23.76,,N,,,2,,7829,388,20,16,-,0,2127,13873,A,1,0
B18C211137,HD1147,FKR01592,4008.LR,Final Drive-Lt Rea,21-Mar-18,19-Mar-18,20-Mar-18,0,1050,1050,24567,TRUE,,B,21-Mar-18,FALSE,FALSE,FALSE,6,1,0,12,1,2,0,0,0,3,5,988,5,2474,903,0,,,,,24.58,,N,,,8,,19979,506,21,16,-,0,1889,14111,A,1,1
B18C011622,HD1147,FKR01592,4008.LR,Final Drive-Lt Rea,02-Mar-18,27-Feb-18,01-Mar-18,0,793,793,24310,FALSE,,B,02-Mar-18,FALSE,FALSE,FALSE,6,0,0,12,1,2,0,0,4,1,5,940,8,2584,918,0,,,,,24.98,,N,,,11,,17251,665,21,17,-,0,1632,14368,A,1,0
B18B090604,HD1147,FKR01592,4008.LR,Final Drive-Lt Rea,09-Feb-18,08-Feb-18,09-Feb-18,0,546,546,24063,FALSE,,B,10-Feb-18,FALSE,FALSE,FALSE,7,2,0,10,0,1,0,0,1,0,6,1044,10,2778,1048,1,,,,,23.62,,N,,,11,,15634,521,21,16,-,0,1385,14615,A,1,0
B18A221120,HD1147,FKR01592,4008.LR,Final Drive-Lt Rea,22-Jan-18,19-Jan-18,22-Jan-18,0,272,272,23789,FALSE,,B,25-Jan-18,FALSE,FALSE,FALSE,7,2,0,9,0,1,0,0,0,1,5,1044,10,2879,1052,0,,,,,24.71,,N,,,2,,14377,530,21,16,-,0,1111,14889,A,1,0
B18A032335,HD1147,FKR01592,4008.LR,Final Drive-Lt Rea,03-Jan-18,30-Dec-17,02-Jan-18,0,839,839,23517,TRUE,,B,04-Jan-18,FALSE,FALSE,FALSE,10,1,0,28,1,2,0,0,2,0,0,1098,10,2749,1058,0,,,,,24.45,,N,,,30,,46729,1543,23,18,-,0,839,15161,B,2,1
B17L091435,HD1147,FKR01592,4008.LR,Final Drive-Lt Rea,09-Dec-17,07-Dec-17,09-Dec-17,0,538,538,23216,FALSE,,B,09-Dec-17,FALSE,FALSE,FALSE,13,2,0,33,1,2,0,0,2,0,0,1219,11,3096,1129,0,,,,,24.71,,N,,,33,,44711,1895,23,18,-,0,538,15462,B,2,0
B17K181703,HD1147,FKR01592,4008.LR,Final Drive-Lt Rea,18-Nov-17,16-Nov-17,18-Nov-17,0,264,264,22942,FALSE,,B,18-Nov-17,FALSE,FALSE,FALSE,12,2,0,19,0,1,0,0,3,1,0,1216,12,3243,1147,0,,,,,24.69,,N,,,7,,36871,1335,22,18,-,0,264,15736,B,2,0
B17J300735,HD1147,FKR01592,4008.LR,Final Drive-Lt Rea,30-Oct-17,29-Oct-17,30-Oct-17,0,337,337,22678,TRUE,,B,30-Oct-17,FALSE,FALSE,FALSE,2,2,0,15,0,1,0,0,0,1,0,1238,11,3304,1135,0,,,,,24.43,,N,,,6,,19366,373,21,16,-,1,10233,0,A,1,1
B17J060303,HD1147,FKR01592,4008.LR,Final Drive-Lt Rea,06-Oct-17,05-Oct-17,06-Oct-17,0,1062,1062,22341,TRUE,,B,06-Oct-17,FALSE,FALSE,FALSE,3,1,1,7,0,1,0,0,0,0,1,1192,11,3148,1137,0,,,,,24.74,,N,,,0,,19054,625,21,16,-,0,9896,337,A,1,1
B17I200515,HD1147,FKR01592,4008.LR,Final Drive-Lt Rea,20-Sep-17,17-Sep-17,19-Sep-17,0,822,822,22101,FALSE,,B,20-Sep-17,FALSE,FALSE,FALSE,4,1,0,6,0,1,0,0,0,1,0,1118,10,3213,1075,0,,,,,25.65,,N,,,1,,14695,406,21,16,-,0,9656,577,A,1,0
B17I042037,HD1147,FKR01592,4008.LR,Final Drive-Lt Rea,05-Sep-17,01-Sep-17,04-Sep-17,,567,567,21846,FALSE,,B,05-Sep-17,FALSE,FALSE,FALSE,2,0,0,9,0,0,0,0,0,1,0,972,7,2503,919,0,,,,,24.21,,N,,,80,,9653,552,20,16,-,0,9401,832,A,1,0
B17H141836,HD1147,FKR01592,4008.LR,Final Drive-Lt Rea,14-Aug-17,11-Aug-17,14-Aug-17,,262,262,21541,FALSE,,B,14-Aug-17,FALSE,FALSE,FALSE,3,1,0,2,0,0,0,0,1,0,0,1171,9,3174,1095,1,,,,,24.16,,N,,,0,,6281,132,20,14,-,0,9096,1137,A,1,0
B17G272531,HD1147,FKR01592,4008.LR,Final Drive-Lt Rea,28-Jul-17,26-Jul-17,27-Jul-17,,1105,1105,21279,TRUE,,B,28-Jul-17,FALSE,FALSE,FALSE,2,2,0,6,0,1,0,0,1,0,4,1142,10,2974,1067,1,,,,,24.32,,N,,,1,,11302,298,21,15,-,0,8834,1399,A,1,1
B17G061111,HD1147,FKR01592,4008.LR,Final Drive-Lt Rea,06-Jul-17,05-Jul-17,06-Jul-17,,813,813,20987,FALSE,,B,06-Jul-17,FALSE,FALSE,FALSE,3,0,0,4,0,0,0,0,2,0,1,1195,11,2985,1109,0,,,,,24.62,,N,,,3,,10762,293,21,15,-,0,8542,1691,A,1,0
B17F160315,HD1147,FKR01592,4008.LR,Final Drive-Lt Rea,16-Jun-17,15-Jun-17,16-Jun-17,,561,561,20735,FALSE,,B,16-Jun-17,FALSE,FALSE,FALSE,5,1,0,4,1,1,0,0,1,2,0,1024,8,2653,982,0,,,,,23.36,,N,,,0,,8242,200,20,15,-,0,8290,1943,A,1,0
B17E161213,HD1147,FKR01592,4008.LR,Final Drive-Lt Rea,16-May-17,12-May-17,15-May-17,,292,292,20466,FALSE,,B,16-May-17,FALSE,FALSE,FALSE,5,1,0,4,0,0,0,0,2,2,1,1108,11,2847,1008,0,,,,,24.06,,N,,,0,,6920,158,20,14,-,0,8021,2212,A,1,0
B17D211408,HD1147,FKR01592,4008.LR,Final Drive-Lt Rea,22-Apr-17,19-Apr-17,21-Apr-17,,1107,1107,20174,TRUE,,B,22-Apr-17,FALSE,FALSE,FALSE,4,2,0,7,0,2,0,0,1,1,0,1077,8,2630,979,0,,,,,25.11,,N,,,2,,10736,260,21,15,-,0,7729,2504,A,1,1
B17D010718,HD1147,FKR01592,4008.LR,Final Drive-Lt Rea,01-Apr-17,29-Mar-17,01-Apr-17,,819,819,19886,FALSE,,B,01-Apr-17,FALSE,FALSE,FALSE,4,1,0,5,0,1,0,0,1,1,0,836,7,2302,804,0,,,,,25.44,,N,,,4,,10100,664,21,17,-,0,7441,2792,A,1,0
B17C140509,HD1147,FKR01592,4008.LR,Final Drive-Lt Rea,14-Mar-17,12-Mar-17,14-Mar-17,,590,590,19657,FALSE,,B,14-Mar-17,FALSE,FALSE,FALSE,5,1,0,6,0,1,0,0,1,2,0,1259,10,3215,1223,0,,,,,25.6,,N,,,0,,7973,493,20,16,-,0,7212,3021,A,1,0
B17B172122,HD1147,FKR01592,4008.LR,Final Drive-Lt Rea,17-Feb-17,15-Feb-17,17-Feb-17,,274,274,19341,FALSE,,B,17-Feb-17,FALSE,FALSE,FALSE,2,0,0,2,0,0,0,0,1,1,0,952,9,2405,909,0,,,,,25.81,,N,,,0,,6241,137,20,14,-,0,6896,3337,A,1,0
B17A312625,HD1147,FKR01592,4008.LR,Final Drive-Lt Rea,01-Feb-17,30-Jan-17,31-Jan-17,,1032,1032,19067,TRUE,,B,01-Feb-17,FALSE,FALSE,FALSE,4,1,0,9,0,1,1,0,0,1,1,1142,10,3004,1205,1,,,,,24.38,,N,,,5,,9762,235,20,15,-,0,6622,3611,A,1,1
B17A120237,HD1147,FKR01592,4008.LR,Final Drive-Lt Rea,12-Jan-17,10-Jan-17,12-Jan-17,,758,758,18793,FALSE,,B,12-Jan-17,FALSE,FALSE,FALSE,5,1,0,7,0,1,0,0,0,1,0,1140,9,2844,1129,1,,,,,24.13,,N,,,4,,11814,296,21,15,-,0,6348,3885,A,1,0
B18L210829,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,21-Dec-18,20-Dec-18,21-Dec-18,0,227,227,28120,FALSE,,B,21-Dec-18,FALSE,FALSE,FALSE,7,1,0,14,1,0,0,0,0,1,2,999,9,2748,1101,1,,,,,24.61,,N,,,8,,14776,180,21,15,-,0,1153,14847,B,2,0
B18L030319,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,03-Dec-18,30-Nov-18,03-Dec-18,0,1155,1155,27893,TRUE,,B,03-Dec-18,FALSE,FALSE,FALSE,23,2,0,46,1,2,0,0,2,2,1,1165,11,2936,1138,2,,,,,23.87,,N,,,27,,32872,408,22,16,-,0,926,15074,B,2,1
B18K142805,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,15-Nov-18,09-Nov-18,12-Nov-18,0,855,855,27593,FALSE,,B,15-Nov-18,FALSE,FALSE,FALSE,22,2,0,31,1,1,0,0,4,1,1,1161,12,3013,1064,1,,,,,23.77,,N,,,29,,36141,477,22,16,-,0,626,15374,A,1,0
B18J241321,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,24-Oct-18,21-Oct-18,23-Oct-18,0,562,562,27300,FALSE,,B,25-Oct-18,FALSE,FALSE,FALSE,18,2,0,15,0,0,0,0,2,1,1,1075,10,2778,1057,0,,,,,23.34,,N,,,22,,32666,866,22,17,-,0,333,15667,B,2,0
B18I200219,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,20-Sep-18,18-Sep-18,20-Sep-18,0,229,229,26967,FALSE,,B,20-Sep-18,FALSE,FALSE,FALSE,6,2,1,24,0,2,1,0,2,2,1,1118,6,3106,1041,1,,,,,25.18,,N,,,24,,37362,1986,22,18,-,1,14522,0,B,2,0
B18I033122,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,04-Sep-18,30-Aug-18,03-Sep-18,0,1056,1056,26738,TRUE,,B,04-Sep-18,FALSE,FALSE,FALSE,5,0,0,20,0,4,0,0,1,1,1,1138,8,2982,1092,0,,,,,23.44,,N,,,27,,33497,1655,22,18,-,0,14293,229,B,2,1
B18H152001,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,15-Aug-18,12-Aug-18,14-Aug-18,0,745,745,26427,FALSE,FALSE,B,16-Aug-18,FALSE,FALSE,FALSE,4,1,0,14,0,3,0,0,1,0,1,1064,9,2614,992,0,,,,,23.87,,N,,,23,,33297,1603,22,18,-,0,13982,540,B,2,0
B18G272529,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,28-Jul-18,26-Jul-18,27-Jul-18,0,488,488,26170,FALSE,,B,28-Jul-18,FALSE,FALSE,FALSE,6,2,0,14,1,2,0,0,3,0,0,1118,10,2953,1067,1,,,,,24.98,,N,,,11,,33189,1849,22,18,-,0,13725,797,B,2,0
B18G090912,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,09-Jul-18,06-Jul-18,09-Jul-18,0,239,239,25921,FALSE,,B,09-Jul-18,FALSE,FALSE,FALSE,5,1,0,9,1,1,0,0,0,2,1,1087,8,2763,1047,0,,,,,24.41,,N,,,5,,25617,1177,22,17,-,0,13476,1046,B,2,0
B18F192831,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,20-Jun-18,16-Jun-18,19-Jun-18,0,1115,310,25682,TRUE,,B,20-Jun-18,FALSE,FALSE,FALSE,8,1,0,19,1,1,0,2,1,0,0,999,8,2583,928,0,,,,,25.04,,N,,,86,,36811,3944,22,19,-,0,13237,1285,B,2,1
B18E223328,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,23-May-18,19-May-18,22-May-18,0,805,805,25372,TRUE,,B,23-May-18,FALSE,FALSE,FALSE,4,1,0,10,1,1,0,1,1,1,0,1151,9,2984,1058,0,,,,,23.86,,N,,,7,,20017,978,22,17,-,0,12927,1595,A,1,1
B18E040502,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,04-May-18,30-Apr-18,03-May-18,0,510,510,25077,FALSE,,B,04-May-18,FALSE,FALSE,FALSE,4,1,0,6,0,1,0,1,0,1,0,1069,10,2680,1009,0,,,,,23.6,,N,,,4,,11033,377,21,16,-,0,12632,1890,A,1,0
B18D113413,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,12-Apr-18,09-Apr-18,11-Apr-18,0,238,238,24805,FALSE,,B,12-Apr-18,FALSE,FALSE,FALSE,4,1,0,4,0,0,0,0,0,1,0,1165,10,3026,1096,0,,,,,23.99,,N,,,4,,7652,373,20,16,-,0,12360,2162,A,1,0
B18C211136,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,21-Mar-18,19-Mar-18,20-Mar-18,0,1050,1050,24567,TRUE,,B,21-Mar-18,FALSE,FALSE,FALSE,6,1,0,12,1,2,0,0,0,3,5,1012,5,2542,922,0,,,,,24.41,,N,,,9,,19625,527,21,16,-,0,12122,2400,A,1,1
B18C011621,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,02-Mar-18,27-Feb-18,01-Mar-18,0,793,793,24310,FALSE,,B,02-Mar-18,FALSE,FALSE,FALSE,6,0,0,13,0,1,0,0,4,1,5,950,9,2605,930,0,,,,,24.56,,N,,,12,,17956,655,21,17,-,0,11865,2657,A,1,0
B18B090603,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,09-Feb-18,08-Feb-18,09-Feb-18,0,546,546,24063,FALSE,,B,10-Feb-18,FALSE,FALSE,FALSE,7,1,0,11,1,1,0,0,1,0,6,1114,10,2964,1108,0,,,,,23.38,,N,,,6,,15492,484,21,16,-,0,11618,2904,A,1,0
B18A221119,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,22-Jan-18,19-Jan-18,22-Jan-18,0,272,272,23789,FALSE,,B,25-Jan-18,FALSE,FALSE,FALSE,8,2,0,8,0,1,0,0,0,1,5,1019,10,2797,1020,0,,,,,24.93,,N,,,17,,19725,1185,21,17,-,0,11344,3178,A,1,0
B18A032334,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,03-Jan-18,30-Dec-17,02-Jan-18,0,839,839,23517,TRUE,,B,04-Jan-18,FALSE,FALSE,FALSE,10,1,0,27,1,2,0,0,2,0,0,1045,9,2651,1008,0,,,,,24.71,,N,,,33,,48231,1376,23,18,-,0,11072,3450,B,2,1
B17L091434,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,09-Dec-17,07-Dec-17,09-Dec-17,0,538,538,23216,FALSE,,B,09-Dec-17,FALSE,FALSE,FALSE,12,2,0,32,1,2,0,0,2,0,0,1136,11,2871,1080,0,,,,,24.76,,N,,,30,,46618,2080,23,18,-,0,10771,3751,B,2,0
B17K181702,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,18-Nov-17,16-Nov-17,18-Nov-17,0,264,264,22942,FALSE,,B,18-Nov-17,FALSE,FALSE,FALSE,11,2,0,19,0,1,0,0,3,1,0,1175,12,3014,1098,0,,,,,24.51,,N,,,5,,37379,1462,22,18,-,0,10497,4025,B,2,0
B17J300734,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,30-Oct-17,29-Oct-17,30-Oct-17,0,337,337,22678,TRUE,,B,30-Oct-17,FALSE,FALSE,FALSE,2,2,0,14,0,1,0,0,0,1,0,1140,10,2983,1062,0,,,,,24.32,,N,,,5,,18692,400,21,16,-,0,10233,4289,A,1,1
B17J060302,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,06-Oct-17,05-Oct-17,06-Oct-17,0,1062,1062,22341,TRUE,,B,06-Oct-17,FALSE,FALSE,FALSE,3,1,0,8,0,1,0,0,0,0,0,1198,11,3158,1158,0,,,,,24.8,,N,,,3,,15818,495,21,16,-,0,9896,4626,A,1,1
B17I200514,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,20-Sep-17,17-Sep-17,19-Sep-17,0,822,822,22101,FALSE,,B,20-Sep-17,FALSE,FALSE,FALSE,4,1,0,6,0,1,0,0,0,1,0,1170,10,3342,1104,1,,,,,25.24,,N,,,0,,14929,439,21,16,-,0,9656,4866,A,1,0
B17I042036,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,05-Sep-17,01-Sep-17,04-Sep-17,,567,567,21846,FALSE,,B,05-Sep-17,FALSE,FALSE,FALSE,2,0,0,3,0,0,0,0,0,1,0,1166,9,3056,1127,0,,,,,24.22,,N,,,1,,6532,302,20,15,-,0,9401,5121,A,1,0
B17H141835,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,14-Aug-17,11-Aug-17,14-Aug-17,,262,262,21541,FALSE,,B,14-Aug-17,FALSE,FALSE,FALSE,2,0,0,1,0,0,0,0,1,0,0,1032,7,2814,971,0,,,,,24.25,,N,,,0,,6983,185,20,15,-,0,9096,5426,A,1,0
B17G272530,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,28-Jul-17,26-Jul-17,27-Jul-17,,1105,1105,21279,TRUE,,B,28-Jul-17,FALSE,FALSE,FALSE,2,2,0,6,0,1,0,0,1,0,5,1128,10,3033,1051,2,,,,,24.36,,N,,,1,,10956,244,21,15,-,0,8834,5688,A,1,1
B17G061110,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,06-Jul-17,05-Jul-17,06-Jul-17,,813,813,20987,FALSE,,B,06-Jul-17,FALSE,FALSE,FALSE,3,0,0,4,0,0,0,0,1,1,2,1188,9,2978,1098,0,,,,,24.46,,N,,,4,,10899,275,21,15,-,0,8542,5980,A,1,0
B17F160314,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,16-Jun-17,15-Jun-17,16-Jun-17,,561,561,20735,FALSE,,B,16-Jun-17,FALSE,FALSE,FALSE,5,2,0,5,1,2,0,0,1,1,1,1092,9,2872,1054,1,,,,,23.36,,N,,,3,,8565,220,20,15,-,0,8290,6232,A,1,0
B17E161212,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,16-May-17,12-May-17,15-May-17,,292,292,20466,FALSE,,B,16-May-17,FALSE,FALSE,FALSE,6,1,0,4,0,0,0,0,2,2,1,1082,11,2740,981,0,,,,,24.38,,N,,,1,,11635,573,21,16,-,0,8021,6501,A,1,0
B17D211407,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,22-Apr-17,19-Apr-17,21-Apr-17,,1107,1107,20174,TRUE,,B,22-Apr-17,FALSE,FALSE,FALSE,4,2,0,6,0,1,0,0,1,2,0,1007,8,2485,926,0,,,,,25.41,,N,,,4,,11659,217,21,15,-,0,7729,6793,A,1,1
B17D010717,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,01-Apr-17,29-Mar-17,01-Apr-17,,819,819,19886,FALSE,,B,01-Apr-17,FALSE,FALSE,FALSE,4,1,0,6,1,1,0,0,1,1,0,898,7,2523,871,0,,,,,25.12,,N,,,4,,11720,751,21,17,-,0,7441,7081,A,1,0
B17C140508,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,14-Mar-17,12-Mar-17,14-Mar-17,,590,590,19657,FALSE,,B,14-Mar-17,FALSE,FALSE,FALSE,5,1,0,5,1,1,0,0,1,2,0,1263,10,3244,1193,0,,,,,25.47,,N,,,0,,7962,584,20,16,-,0,7212,7310,A,1,0
B17B172121,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,17-Feb-17,15-Feb-17,17-Feb-17,,274,274,19341,FALSE,,B,17-Feb-17,FALSE,FALSE,FALSE,2,0,0,2,0,0,0,0,0,1,1,942,35,2296,896,0,,,,,25.55,,N,,,0,,5547,142,20,14,-,0,6896,7626,A,1,0
B17A312624,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,01-Feb-17,30-Jan-17,31-Jan-17,,1032,1032,19067,TRUE,,B,01-Feb-17,FALSE,FALSE,FALSE,4,1,0,9,0,1,0,0,0,1,0,1091,9,2845,1129,1,,,,,24.1,,N,,,4,,9112,226,20,15,-,0,6622,7900,A,1,1
B17A120236,HD1147,FKR01592,4008.RR,Final Drive-Rt Rea,12-Jan-17,10-Jan-17,12-Jan-17,,758,758,18793,FALSE,,B,12-Jan-17,FALSE,FALSE,FALSE,5,1,0,7,1,1,0,0,0,1,0,1115,9,2775,1108,1,,,,,24.22,,N,,,4,,12845,453,21,16,-,0,6348,8174,A,1,0
B18L053102,HD1156,FKR01889,4008.LR,Final Drive-Lt Rea,06-Dec-18,03-Dec-18,05-Dec-18,0,746,746,24229,FALSE,,B,06-Dec-18,FALSE,FALSE,FALSE,6,1,0,33,0,1,0,0,3,1,1,1218,12,2901,1154,0,,,,,25.21,,N,,,32,,35302,702,22,17,-,0,12416,3584,B,2,0
B18K212126,HD1156,FKR01889,4008.LR,Final Drive-Lt Rea,21-Nov-18,15-Nov-18,19-Nov-18,0,503,503,23986,FALSE,,B,22-Nov-18,FALSE,FALSE,FALSE,8,2,0,36,1,1,0,0,0,0,1,1141,10,2782,1023,0,,,,,24.43,,N,,,41,,30280,458,22,16,-,0,12173,3827,B,2,0
B18J313308,HD1156,FKR01889,4008.LR,Final Drive-Lt Rea,01-Nov-18,29-Oct-18,30-Oct-18,0,233,233,23716,FALSE,,B,03-Nov-18,FALSE,FALSE,FALSE,8,2,0,25,1,1,0,0,0,1,0,1205,11,2895,1155,0,,,,,24.35,,N,,,24,,33981,441,22,16,-,0,11903,4097,A,1,0
B18J123427,HD1156,FKR01889,4008.LR,Final Drive-Lt Rea,13-Oct-18,10-Oct-18,12-Oct-18,0,1124,1124,23483,TRUE,,B,13-Oct-18,FALSE,FALSE,FALSE,4,1,0,18,0,1,0,0,2,1,2,1042,8,2459,901,2,,,,,24.31,,N,,,12,,18468,284,21,15,-,0,11670,4330,B,2,1
B18I250534,HD1156,FKR01889,4008.LR,Final Drive-Lt Rea,25-Sep-18,23-Sep-18,25-Sep-18,0,827,827,23186,FALSE,,B,25-Sep-18,FALSE,FALSE,FALSE,3,1,0,18,0,0,0,0,2,0,0,1126,8,2902,1087,0,,,,,24.3,,N,,,12,,15343,420,21,16,-,0,11373,4627,A,1,0
B18I110917,HD1156,FKR01889,4008.LR,Final Drive-Lt Rea,11-Sep-18,07-Sep-18,10-Sep-18,0,532,532,22891,FALSE,,B,11-Sep-18,FALSE,FALSE,FALSE,3,1,0,11,1,1,0,0,1,1,0,1190,10,3207,1195,1,,,,,24.68,,N,,,9,,10837,186,21,15,-,0,11078,4922,B,2,0
B18H240702,HD1156,FKR01889,4008.LR,Final Drive-Lt Rea,24-Aug-18,22-Aug-18,24-Aug-18,0,274,274,22633,FALSE,,B,24-Aug-18,FALSE,FALSE,FALSE,5,1,0,12,0,0,0,0,1,2,1,1300,9,3247,1166,1,,,,,24.95,,N,,,6,,10292,437,21,16,-,0,10820,5180,A,1,0
B18H080636,HD1156,FKR01889,4008.LR,Final Drive-Lt Rea,08-Aug-18,05-Aug-18,07-Aug-18,0,1051,1051,22359,TRUE,,B,09-Aug-18,FALSE,FALSE,FALSE,3,3,0,57,0,2,0,0,1,1,1,1137,9,2862,1150,2,,,,,23.88,,N,,,38,,37165,302,22,15,-,0,10546,5454,B,2,1
B18G232025,HD1156,FKR01889,4008.LR,Final Drive-Lt Rea,24-Jul-18,19-Jul-18,21-Jul-18,0,788,788,22096,FALSE,,B,24-Jul-18,FALSE,FALSE,FALSE,4,2,0,53,0,2,0,0,0,0,0,999,9,2774,923,1,,,,,24.79,,N,,,29,,38746,484,22,16,-,0,10283,5717,A,1,0
B18G032320,HD1156,FKR01889,4008.LR,Final Drive-Lt Rea,03-Jul-18,01-Jul-18,03-Jul-18,0,527,527,21835,FALSE,,B,03-Jul-18,FALSE,FALSE,FALSE,5,2,0,38,0,1,0,0,2,1,0,1122,10,3140,1051,0,,,,,23.29,,N,,,29,,39335,777,22,17,-,0,10022,5978,A,1,0
B18F113030,HD1156,FKR01889,4008.LR,Final Drive-Lt Rea,12-Jun-18,09-Jun-18,11-Jun-18,0,251,251,21559,FALSE,,B,12-Jun-18,FALSE,FALSE,FALSE,4,0,0,25,0,0,0,0,0,0,0,1009,8,2581,954,2,,,,,23.84,,N,,,24,,32598,487,22,16,-,0,9746,6254,A,1,0
B18E250106,HD1156,FKR01889,4008.LR,Final Drive-Lt Rea,25-May-18,24-May-18,25-May-18,0,1025,1025,21308,TRUE,,C,25-May-18,TRUE,FALSE,TRUE,7,7,1,248,1,6,0,1,0,1,1,985,8,2506,952,1,,,,,23.16,,N,,,230,,19468.44222,986.3815789,21,16,DARK LQF MET,0,9495,6505,B,2,1
B18E100615,HD1156,FKR01889,4008.LR,Final Drive-Lt Rea,10-May-18,05-May-18,08-May-18,0,720,720,21003,FALSE,,C,10-May-18,TRUE,FALSE,TRUE,7,6,1,216,0,5,0,1,0,1,1,1194,9,3182,1127,1,,,,,23.9,,N,,,255,,19468.44222,986.3815789,21,16,DARK LQF MET,0,9190,6810,B,2,0
B18D172613,HD1156,FKR01889,4008.LR,Final Drive-Lt Rea,17-Apr-18,16-Apr-18,17-Apr-18,0,475,475,20758,FALSE,,C,23-Apr-18,TRUE,FALSE,TRUE,5,7,2,201,0,5,0,1,0,1,1,1223,10,3207,1165,1,,,,,23.86,,N,,,244,,60823,14064,23,21,-,0,8945,7055,C,3,0
